checkpoint,double_formula_seconds,microbatch_count,microbatch_size,peak_memory_bytes_for_checkpoint_m,raw_formula_seconds,repetition,seed,shared_gradient_seconds,total_sample_budget,u_formula_seconds
step-000000,0.0003372449427843094,4,1,1696646656,0.00016969814896583557,127,41361,0.19852343574166298,4,0.00025703758001327515
step-000000,0.00033916253596544266,4,1,1696646656,0.00017041806131601334,128,41362,0.19902258086949587,4,0.00026008952409029007
step-000000,0.00033875834196805954,4,1,1696646656,0.0001672683283686638,129,41363,0.19899339322000742,4,0.00025819987058639526
step-000000,0.00033975113183259964,4,1,1696646656,0.00017032213509082794,130,41364,0.20005542878061533,4,0.00025609415024518967
step-000000,0.00033836904913187027,4,1,1696646656,0.00016898754984140396,131,41365,0.19885635934770107,4,0.00025887321680784225
step-000000,0.00033728498965501785,4,1,1696646656,0.00016847439110279083,132,41366,0.19862856063991785,4,0.00025705620646476746
step-000000,0.0003353515639901161,4,1,1696646656,0.00018014200031757355,133,41367,0.19695962965488434,4,0.0002591712400317192
step-000000,0.0003388524055480957,4,1,1696646656,0.0001689726486802101,134,41368,0.19553170539438725,4,0.0002569928765296936
step-000000,0.00033976975828409195,4,1,1696646656,0.00017250142991542816,135,41369,0.19599652383476496,4,0.00025811512023210526
step-000000,0.0003386726602911949,4,1,1696646656,0.00016899406909942627,136,41370,0.19667878560721874,4,0.0002590036019682884
step-000000,0.0003391001373529434,4,1,1696646656,0.0001698266714811325,137,41371,0.1973037887364626,4,0.00025750696659088135
step-000000,0.0003356738016009331,4,1,1696646656,0.00017189234495162964,138,41372,0.1990607399493456,4,0.0002565355971455574
step-000000,0.00033770501613616943,4,1,1696646656,0.00016897916793823242,139,41373,0.1969809690490365,4,0.0002594646066427231
step-000000,0.00033631548285484314,4,1,1696646656,0.00016922969371080399,140,41374,0.1971912356093526,4,0.0002600979059934616
step-000000,0.00033578090369701385,4,1,1696646656,0.00017032772302627563,141,41375,0.1986395288258791,4,0.0002581188455224037
step-000000,0.00033637601882219315,4,1,1696646656,0.0001684604212641716,142,41376,0.20003486704081297,4,0.0002591041848063469
step-000000,0.0003371685743331909,4,1,1696646656,0.0001711435616016388,143,41377,0.19878727663308382,4,0.0002587847411632538
step-000000,0.0003390628844499588,4,1,1696646656,0.00016808230429887772,144,41378,0.19740307983011007,4,0.0002606576308608055
step-000000,0.0003384239971637726,4,1,1696646656,0.00016956962645053864,145,41379,0.20020715985447168,4,0.00025796983391046524
step-000000,0.00033873412758111954,4,1,1696646656,0.00016869604587554932,146,41380,0.19899824541062117,4,0.00025685131549835205
step-000000,0.00033652596175670624,4,1,1696646656,0.00016807392239570618,147,41381,0.19742136169224977,4,0.00025696679949760437
step-000000,0.00033970270305871964,4,1,1696646656,0.00017053913325071335,148,41382,0.1968494364991784,4,0.00026043131947517395
step-000000,0.0003384565934538841,4,1,1696646656,0.0001688934862613678,149,41383,0.19861748535186052,4,0.0002617286518216133
step-000000,0.0003350311890244484,4,1,1696646656,0.00017101503908634186,150,41384,0.19812285713851452,4,0.0002574371173977852
step-000000,0.00033800024539232254,4,1,1696646656,0.0001722630113363266,151,41385,0.19983401987701654,4,0.00025874655693769455
step-000000,0.00032963044941425323,4,1,1696646656,0.00016449112445116043,152,41386,0.32268747594207525,4,0.00024790316820144653
step-000000,0.0003305608406662941,4,1,1696646656,0.00016669929027557373,153,41387,0.15187976509332657,4,0.0002515781670808792
step-000000,0.0003315471112728119,4,1,1696646656,0.00016457587480545044,154,41388,0.1593612739816308,4,0.0002535982057452202
step-000000,0.00034014973789453506,4,1,1696646656,0.00016489345580339432,155,41389,0.17127107549458742,4,0.00025740358978509903
step-000000,0.00033278949558734894,4,1,1696646656,0.0001673717051744461,156,41390,0.1774162482470274,4,0.0002566445618867874
step-000000,0.0003356020897626877,4,1,1696646656,0.00016592442989349365,157,41391,0.18266133777797222,4,0.0002562394365668297
step-000000,0.000336233526468277,4,1,1696646656,0.00016888510435819626,158,41392,0.19379196036607027,4,0.000258423388004303
step-000000,0.00033749546855688095,4,1,1696646656,0.00016953330487012863,159,41393,0.19567696191370487,4,0.0002561379224061966
step-000000,0.00035018473863601685,4,1,1696646656,0.00016837380826473236,160,41394,0.1963965818285942,4,0.00025753118097782135
step-000000,0.0003365008160471916,4,1,1696646656,0.0001778528094291687,161,41395,0.1967447865754366,4,0.00026034843176603317
step-000000,0.0003381362184882164,4,1,1696646656,0.00017176475375890732,162,41396,0.19848488736897707,4,0.00025659799575805664
step-000000,0.0003383392468094826,4,1,1696646656,0.00016973819583654404,163,41397,0.19980276376008987,4,0.0002560736611485481
step-000000,0.00033676717430353165,4,1,1696646656,0.00016852188855409622,164,41398,0.19708154816180468,4,0.0002562897279858589
step-000000,0.00033553875982761383,4,1,1696646656,0.00016993284225463867,165,41399,0.198581974953413,4,0.00025867391377687454
step-000000,0.0003383634611964226,4,1,1696646656,0.00017184484750032425,166,41400,0.19681006483733654,4,0.00025861989706754684
step-000000,0.0003387033939361572,4,1,1696646656,0.00016857124865055084,167,41401,0.19710673857480288,4,0.0002591526135802269
step-000000,0.000340072438120842,4,1,1696646656,0.0001706862822175026,168,41402,0.1984416525810957,4,0.0002564825117588043
step-000000,0.0003367876634001732,4,1,1696646656,0.00017248466610908508,169,41403,0.19988877978175879,4,0.00026108603924512863
step-000000,0.00033599138259887695,4,1,1696646656,0.00016949139535427094,170,41404,0.19959238078445196,4,0.00025970954447984695
step-000000,0.0003366274759173393,4,1,1696646656,0.00016955099999904633,171,41405,0.1986304186284542,4,0.00025814492255449295
step-000000,0.00034156907349824905,4,1,1696646656,0.0001716185361146927,172,41406,0.19817504193633795,4,0.00025927554816007614
