absolute_bias,checkpoint,dominance_fraction,estimator,formula_seconds,group_count,mean_estimate_mse,microbatch_count,microbatch_size,reference_sample_count,relative_l1_bias,repetition_mse,repetition_variance,repetitions,scope,spearman,topk_overlap
7.689308170442908e-13,step-000016,0.007349756620653998,double,0.06773918680846691,14067712,6.6993601986189245e-21,32,1,4096,0.04883629155559352,7.724467264477491e-19,7.695953429639559e-19,200,parameter,0.5811889953840532,0.7684642571788464
1.918829838468581e-07,step-000016,0.958125511867524,double,0.06773918680846691,9,2.786525543457234e-13,32,1,4096,0.007796701637588767,,,200,layer,1.0,1.0
1.8556109317917126e-07,step-000016,0.9581255118675241,double,0.06773918680846691,9,2.7846781877077996e-13,32,1,4096,0.007539826878122082,,,200,module,1.0,1.0
1.2780369172581585e-11,step-000020,0.004524412213595045,raw,0.033972932025790215,14067712,3.066221551128766e-19,4,1,4096,1.3141280659458225,1.0868003429089218e-17,1.0614453541684771e-17,200,parameter,0.6857087036540211,0.5522657545074824
1.9975834131050524e-05,step-000020,0.788148512861166,raw,0.033972932025790215,9,1.6322192394385473e-09,4,1,4096,1.3140692589565652,,,200,layer,0.03333333333333333,1.0
1.99758341310506e-05,step-000020,0.7881485128611643,raw,0.033972932025790215,9,1.6884871588480765e-09,4,1,4096,1.31406925895657,,,200,module,0.8166666666666667,1.0
1.602274714709888e-12,step-000020,0.007537978646388354,u_statistic,0.05163401644676924,14067712,3.0380673213060794e-20,4,1,4096,0.16475221830624773,3.753614941111826e-18,3.741943987837956e-18,200,parameter,0.3945749152191362,0.5758914735294703
4.3664675152965325e-07,step-000020,0.9598859503127048,u_statistic,0.05163401644676924,9,1.0635297245821567e-12,4,1,4096,0.028723910573349744,,,200,layer,0.8166666666666667,1.0
4.27128676193478e-07,step-000020,0.9615670528654604,u_statistic,0.05163401644676924,9,1.059800180798066e-12,4,1,4096,0.028097783517946385,,,200,module,0.9666666666666667,1.0
1.8631768029068224e-12,step-000020,0.00765525988286845,double,0.06754036620259285,14067712,4.4212311038245197e-20,4,1,4096,0.1915792020915845,4.607219991876804e-18,4.5859373676769446e-18,200,parameter,0.3905632775053428,0.5632369708808534
7.649844729885443e-07,step-000020,0.9587886286593565,double,0.06754036620259285,9,3.649062749184569e-12,4,1,4096,0.050322933847892805,,,200,layer,0.7833333333333333,1.0
7.22635865620993e-07,step-000020,0.9620723048109541,double,0.06754036620259285,9,3.6288762795749595e-12,4,1,4096,0.04753711760931985,,,200,module,0.9666666666666667,1.0
6.217535501389682e-12,step-000020,0.004671084357829457,raw,0.03415879886597395,14067712,3.880893991599504e-20,8,1,4096,0.639311571759572,1.5497177438475665e-18,1.5185013104839925e-18,200,parameter,0.6868271701181877,0.5678233573031024
9.716371839809077e-06,step-000020,0.8404810085133158,raw,0.03415879886597395,9,3.852309162290941e-10,8,1,4096,0.6391715840009774,,,200,layer,0.45,1.0
9.716371839809131e-06,step-000020,0.8404810085133138,raw,0.03415879886597395,9,3.9972407130600236e-10,8,1,4096,0.639171584000981,,,200,module,0.9500000000000001,1.0
6.464092451686556e-13,step-000020,0.0066756037324666034,u_statistic,0.05181169789284468,14067712,1.7309904135533243e-21,8,1,4096,0.06646635317744862,9.887490389257214e-19,9.91977938203182e-19,200,parameter,0.4450052620987592,0.6580256075611399
8.286025785315516e-08,step-000020,0.9552688606055372,u_statistic,0.05181169789284468,9,3.000791685993786e-14,8,1,4096,0.005450792038005339,,,200,layer,0.9833333333333333,1.0
8.286025785315657e-08,step-000020,0.9552688606055374,u_statistic,0.05181169789284468,9,3.0402362609725455e-14,8,1,4096,0.0054507920380054324,,,200,module,1.0,1.0
7.646352908396047e-13,step-000020,0.006575575875580411,double,0.0676844920963049,14067712,2.1430475735362976e-21,8,1,4096,0.0786228224189865,1.1084528303926283e-18,1.1118691284613977e-18,200,parameter,0.43767282431738513,0.6444981844961373
2.010058273539255e-07,step-000020,0.9517127381473532,double,0.0676844920963049,9,1.3376459599027549e-13,8,1,4096,0.013222755899156703,,,200,layer,0.8166666666666667,1.0
2.0100582735392377e-07,step-000020,0.9517127381473532,double,0.0676844920963049,9,1.4266874692072326e-13,8,1,4096,0.01322275589915659,,,200,module,1.0,1.0
3.0334899177262707e-12,step-000020,0.005671865171635431,raw,0.03421803843230009,14067712,1.256283568360486e-20,16,1,4096,0.3119154215983059,5.715482013062758e-19,5.617943373092191e-19,200,parameter,0.7207444454439402,0.5879659248264821
4.7136881886258695e-06,step-000020,0.8878216703888646,raw,0.03421803843230009,9,9.2602395456133e-11,16,1,4096,0.3100803052500198,,,200,layer,0.5,1.0
4.71368818862585e-06,step-000020,0.8878216703888657,raw,0.03421803843230009,9,9.58733833588298e-11,16,1,4096,0.3100803052500185,,,200,module,0.9833333333333333,1.0
5.561224491110162e-13,step-000020,0.00689156931249871,u_statistic,0.05182887893170118,14067712,2.7223499727178518e-21,16,1,4096,0.05718270799619568,4.859901491567588e-19,4.85696280586976e-19,200,parameter,0.5021710998787662,0.6954175943223209
4.489790599473133e-08,step-000020,0.958186595643607,u_statistic,0.05182887893170118,9,3.1810947634183904e-15,16,1,4096,0.002953516617736121,,,200,layer,0.9666666666666667,1.0
4.4897905994732176e-08,step-000020,0.9581862913492567,u_statistic,0.05182887893170118,9,5.022210765482114e-15,16,1,4096,0.002953516617736177,,,200,module,1.0,1.0
6.051668414729298e-13,step-000020,0.006845129675989465,double,0.06763819977641106,14067712,2.9730632600147956e-21,16,1,4096,0.062225646240759006,4.963607167270824e-19,4.958669884091144e-19,200,parameter,0.4726655917624688,0.6740040319255715
6.743019569373329e-08,step-000020,0.9601190464261824,double,0.06763819977641106,9,7.76193263108313e-15,16,1,4096,0.004435757060518824,,,200,layer,0.8166666666666667,1.0
6.743019569373423e-08,step-000020,0.9600760505728896,double,0.06763819977641106,9,1.4767875206188012e-14,16,1,4096,0.004435757060518886,,,200,module,1.0,1.0
1.668794699103055e-12,step-000020,0.00645333399301504,raw,0.03429010882973671,14067712,9.35008657059984e-21,32,1,4096,0.17159206598646,3.424247497467318e-19,3.3474840520214297e-19,200,parameter,0.7644132201863258,0.6194251804841154
2.5838984768493097e-06,step-000020,0.9142815777649518,raw,0.03429010882973671,9,2.7889301481533452e-11,32,1,4096,0.16997645927658717,,,200,layer,0.5333333333333333,1.0
2.583898476849298e-06,step-000020,0.9142815777649523,raw,0.03429010882973671,9,2.8840057447347254e-11,32,1,4096,0.16997645927658642,,,200,module,0.9833333333333333,1.0
4.5400374694425727e-13,step-000020,0.007203541927985655,u_statistic,0.05181179195642471,14067712,3.661888364647864e-21,32,1,4096,0.0466824594694786,3.038654593416202e-19,3.0171213163514947e-19,200,parameter,0.597837716165084,0.7770143278370625
1.3526208170945906e-07,step-000020,0.9551057755214298,u_statistic,0.05181179195642471,9,1.1896003121519207e-13,32,1,4096,0.008897938494622639,,,200,layer,0.9833333333333333,1.0
1.3526208170945813e-07,step-000020,0.9551057755214298,u_statistic,0.05181179195642471,9,1.1937364002386121e-13,32,1,4096,0.008897938494622577,,,200,module,1.0,1.0
4.866478510087279e-13,step-000020,0.007192332568499473,double,0.06769872549921274,14067712,3.7126161637014594e-21,32,1,4096,0.050039055257870176,3.107015828517541e-19,3.0853162481211316e-19,200,parameter,0.5741104916696097,0.7415003994961514
1.4352421967235735e-07,step-000020,0.9543879739538788,double,0.06769872549921274,9,1.1338437209928249e-13,32,1,4096,0.009441446287042004,,,200,layer,0.9833333333333333,1.0
1.435242196723557e-07,step-000020,0.954387973953879,double,0.06769872549921274,9,1.1474263395885697e-13,32,1,4096,0.009441446287041895,,,200,module,1.0,1.0
3.403741109684221e-12,step-000026,0.0038144968131975346,raw,0.03412326145917177,14067712,1.1189957077731067e-20,4,1,4096,1.2869244899752459,3.0965170553511845e-19,2.999615562385802e-19,200,parameter,0.6833566961133981,0.5347419482332603
5.320052543505472e-06,step-000026,0.7938014995522025,raw,0.03412326145917177,9,1.179828726419873e-10,4,1,4096,1.2868606108766474,,,200,layer,0.21666666666666667,1.0
5.320052543505462e-06,step-000026,0.7938014995522034,raw,0.03412326145917177,9,1.222206626222304e-10,4,1,4096,1.286860610876645,,,200,module,0.8333333333333333,1.0
3.2943442459159524e-13,step-000026,0.006675167513564663,u_statistic,0.05171570833772421,14067712,5.2733655550498e-22,4,1,4096,0.1245562500748359,1.5435041988702166e-19,1.5459606364976535e-19,200,parameter,0.4043127128375554,0.5762312585123958
5.213487683575911e-08,step-000026,0.9535254747242123,u_statistic,0.05171570833772421,9,1.431272116095938e-14,4,1,4096,0.012610837750981459,,,200,layer,0.9333333333333332,1.0
5.210442873198675e-08,step-000026,0.9535254747242123,u_statistic,0.05171570833772421,9,1.450820373723246e-14,4,1,4096,0.012603472698644078,,,200,module,0.9833333333333333,1.0
3.565727379344173e-13,step-000026,0.00674361071973909,double,0.06761000491678715,14067712,4.670592535994627e-22,4,1,4096,0.13481700696910504,1.6760822815948522e-19,1.679810742772723e-19,200,parameter,0.397395181497078,0.5618152763916257
7.273330874555414e-08,step-000026,0.9537848018769821,double,0.06761000491678715,9,3.23384128658471e-14,4,1,4096,0.017593365734262192,,,200,layer,0.9666666666666667,1.0
7.234756094328534e-08,step-000026,0.9537769871824524,double,0.06761000491678715,9,3.24383155493393e-14,4,1,4096,0.017500057698596652,,,200,module,0.9833333333333333,1.0
1.7205871903883596e-12,step-000026,0.005100636914982345,raw,0.03411085344851017,14067712,3.420687359270942e-21,8,1,4096,0.6505388397926384,1.1303271918616787e-19,1.10162846057183e-19,200,parameter,0.6791516759681903,0.5528898783882534
2.6885188476310243e-06,step-000026,0.8401057243871494,raw,0.03411085344851017,9,2.968215684608238e-11,8,1,4096,0.650322337669273,,,200,layer,0.6333333333333333,1.0
2.6885188476310383e-06,step-000026,0.8401057243871475,raw,0.03411085344851017,9,3.074563096596577e-11,8,1,4096,0.6503223376692764,,,200,module,0.9333333333333332,1.0
2.1188727854963339e-13,step-000026,0.007325021017503722,u_statistic,0.05176009237766266,14067712,3.1330399133338223e-22,8,1,4096,0.08011271101198049,7.564443927804123e-20,7.570968370523405e-20,200,parameter,0.41842118781272086,0.6196554949913703
3.9421292324406465e-08,step-000026,0.9578626278322225,u_statistic,0.05176009237766266,9,9.154981746474475e-15,8,1,4096,0.009535565280095136,,,200,layer,0.6166666666666666,1.0
3.878338191215257e-08,step-000026,0.9578473741604094,u_statistic,0.05176009237766266,9,9.164948837480543e-15,8,1,4096,0.009381261957696611,,,200,module,1.0,1.0
2.369782727864166e-13,step-000026,0.007263463341589275,double,0.06772206164896488,14067712,3.600387066049274e-22,8,1,4096,0.0895993946111746,8.327656117315815e-20,8.333318840859603e-20,200,parameter,0.4064085601487079,0.5998356521170453
7.122373907953231e-08,step-000026,0.9585108600815642,double,0.06772206164896488,9,3.137680178790208e-14,8,1,4096,0.017228217885309243,,,200,layer,0.5833333333333334,1.0
6.695694042160791e-08,step-000026,0.9584609980360339,double,0.06772206164896488,9,3.124561242398997e-14,8,1,4096,0.016196127490990263,,,200,module,1.0,1.0
9.26039756480414e-13,step-000026,0.00611826162831294,raw,0.034237743355333805,14067712,1.7506273262728847e-21,16,1,4096,0.350127463547285,4.643746739727389e-20,4.491139705628251e-20,200,parameter,0.7124244705967913,0.5684346859334704
1.3105046152815407e-06,step-000026,0.8860167133984209,raw,0.034237743355333805,9,7.112979191400524e-12,16,1,4096,0.31699626197049696,,,200,layer,0.65,1.0
1.3105046152815407e-06,step-000026,0.886016713398421,raw,0.034237743355333805,9,7.370646483362274e-12,16,1,4096,0.31699626197049696,,,200,module,0.9833333333333333,1.0
2.1331852006990962e-13,step-000026,0.007532457797091613,u_statistic,0.0517747662961483,14067712,8.815564343487308e-22,16,1,4096,0.08065385080615355,3.7528484379159824e-20,3.68310833616192e-20,200,parameter,0.47911730331703023,0.6571996030628986
3.240349688139807e-08,step-000026,0.9584420942802039,u_statistic,0.0517747662961483,9,4.17874013227294e-15,16,1,4096,0.00783803984083575,,,200,layer,0.6666666666666667,1.0
3.240349688139817e-08,step-000026,0.9584167559305254,u_statistic,0.0517747662961483,9,4.318570035333105e-15,16,1,4096,0.007838039840835774,,,200,module,1.0,1.0
2.1906051439740053e-13,step-000026,0.007484020647630147,double,0.06770554464310408,14067712,8.073043997512139e-22,16,1,4096,0.08282484821260216,3.871129571203692e-20,3.809446363043802e-20,200,parameter,0.467505387788085,0.6420414964187516
2.3789463597380072e-08,step-000026,0.9569369933458364,double,0.06770554464310408,9,3.247394122140184e-15,16,1,4096,0.005754402500164103,,,200,layer,0.9833333333333333,1.0
2.3789463597380022e-08,step-000026,0.9569369933458363,double,0.06770554464310408,9,3.2713875661570544e-15,16,1,4096,0.005754402500164091,,,200,module,1.0,1.0
4.373719977611937e-13,step-000026,0.006386275611314232,raw,0.034225983545184135,14067712,2.4617449217896215e-22,32,1,4096,0.1653664943984232,1.976724353828425e-20,1.9619164870457528e-20,200,parameter,0.7579184828173752,0.5918158735033111
6.657218963048434e-07,step-000026,0.9145139371041583,raw,0.034225983545184135,9,1.7959691025199605e-12,32,1,4096,0.1610306062105775,,,200,layer,0.65,1.0
6.657218963048451e-07,step-000026,0.9145139371041578,raw,0.034225983545184135,9,1.863929138370026e-12,32,1,4096,0.16103060621057794,,,200,module,1.0,1.0
1.022010780091539e-13,step-000026,0.007145676297825945,u_statistic,0.051791680976748466,14067712,9.966161905899979e-23,32,1,4096,0.038641326103692065,1.7753121815694997e-20,1.7742171051895337e-20,200,parameter,0.5753955397580526,0.7367803737919151
1.0192700538871461e-08,step-000026,0.9560182746713449,u_statistic,0.051791680976748466,9,7.055007340663215e-16,32,1,4096,0.0024654991157835675,,,200,layer,1.0,1.0
1.0184846604324936e-08,step-000026,0.9560182746713451,u_statistic,0.051791680976748466,9,7.056572987502366e-16,32,1,4096,0.002463599337740837,,,200,module,1.0,1.0
1.1061793591142568e-13,step-000026,0.007108055882824545,double,0.06770990882068872,14067712,1.0221111055832974e-22,32,1,4096,0.04182366583342555,1.7851833194216853e-20,1.7838816164480994e-20,200,parameter,0.5417678726421982,0.6987230340097755
1.6992868111072217e-08,step-000026,0.956769286945684,double,0.06770990882068872,9,1.5421197623681892e-15,32,1,4096,0.00411038283158607,,,200,layer,0.9500000000000001,1.0
1.699286811107219e-08,step-000026,0.9567692869456841,double,0.06770990882068872,9,1.5679152154594075e-15,32,1,4096,0.004110382831586064,,,200,module,1.0,1.0
3.7920096652645626e-13,step-000030,0.004311858554389382,raw,0.033533673733472824,14067712,1.482802488990908e-22,4,1,4096,1.2574555039153563,4.974524401041695e-21,4.850496635319198e-21,200,parameter,0.6783614330880471,0.5318900290878692
5.926735149218505e-07,step-000030,0.793525346303612,raw,0.033533673733472824,9,1.4513006869327977e-12,4,1,4096,1.2573545318001649,,,200,layer,0.21666666666666667,1.0
5.926735149218521e-07,step-000030,0.793525346303611,raw,0.033533673733472824,9,1.5059242607096758e-12,4,1,4096,1.2573545318001678,,,200,module,0.8333333333333333,1.0
4.1914605861129285e-14,step-000030,0.007305972068222934,u_statistic,0.05135152209550142,14067712,1.6195621646720298e-23,4,1,4096,0.13899160731923577,2.157012928488701e-21,2.15157518275576e-21,200,parameter,0.41205785641041004,0.5627052571418822
4.3170249725124594e-09,step-000030,0.9475437605079116,u_statistic,0.05135152209550142,9,2.964468015710881e-17,4,1,4096,0.009158551506724169,,,200,layer,0.8499999999999999,1.0
4.317024972512378e-09,step-000030,0.9475437605079117,u_statistic,0.05135152209550142,9,6.107504493739262e-17,4,1,4096,0.009158551506723994,,,200,module,0.9833333333333333,1.0
4.4808035924882456e-14,step-000030,0.007246080694184056,double,0.06716521084308624,14067712,1.489710836577404e-23,4,1,4096,0.14858641292373767,2.3942665608958956e-21,2.3913260829448474e-21,200,parameter,0.40936185096039657,0.552975180057607
6.8948721649137865e-09,step-000030,0.9431436133797211,double,0.06716521084308624,9,7.850346995247066e-17,4,1,4096,0.014627444190551168,,,200,layer,0.7833333333333333,1.0
6.8948721649134945e-09,step-000030,0.9431436133797215,double,0.06716521084308624,9,1.4249673312408415e-16,4,1,4096,0.014627444190550542,,,200,module,0.9833333333333333,1.0
1.9678256946916712e-13,step-000030,0.0053215095652689535,raw,0.03413126431405544,14067712,5.572155480579017e-23,8,1,4096,0.652544025191313,1.4483476923975677e-21,1.3996242588862103e-21,200,parameter,0.6779786777718548,0.5442004816700929
3.075676502406913e-07,step-000030,0.8451326419626015,raw,0.03413126431405544,9,4.0269195004279316e-13,8,1,4096,0.6525035607779,,,200,layer,0.6333333333333333,1.0
3.07567650240693e-07,step-000030,0.8451326419625997,raw,0.03413126431405544,9,4.1577922603601154e-13,8,1,4096,0.6525035607779033,,,200,module,0.9833333333333333,1.0
2.6441730771600537e-14,step-000030,0.0075053395441354535,u_statistic,0.05174288712441921,14067712,6.1508747339583735e-24,8,1,4096,0.08768252938901036,9.784161160573015e-22,9.771509963048682e-22,200,parameter,0.4006802508994481,0.6025212330071966
8.097112837019614e-09,step-000030,0.9612702788529192,u_statistic,0.05174288712441921,9,2.978327648205135e-16,8,1,4096,0.01717799304979294,,,200,layer,0.5833333333333334,1.0
8.097112837019654e-09,step-000030,0.9612628488238925,u_statistic,0.05174288712441921,9,3.090945004598022e-16,8,1,4096,0.01717799304979302,,,200,module,0.9333333333333332,1.0
2.9299988310100036e-14,step-000030,0.007415048332247526,double,0.06764735467731953,14067712,5.974899486471003e-24,8,1,4096,0.0971607005717386,1.0495729345725586e-21,1.0488422463176764e-21,200,parameter,0.3824803034665204,0.5772918426013597
8.224118443031179e-09,step-000030,0.9623845965893771,double,0.06764735467731953,9,2.1594552644442158e-16,8,1,4096,0.017447434943621665,,,200,layer,0.5166666666666667,1.0
8.224118443031209e-09,step-000030,0.9626363276982041,double,0.06764735467731953,9,2.3953839351342533e-16,8,1,4096,0.01744743494362172,,,200,module,0.31666666666666665,1.0
1.0006984803046274e-13,step-000030,0.005587622030519076,raw,0.034209475852549076,14067712,1.2827949280148464e-23,16,1,4096,0.3318382395871331,6.666387324491171e-22,6.570962644914261e-22,200,parameter,0.711807456459078,0.5642961332753282
1.5594199307023402e-07,step-000030,0.883599148659629,raw,0.034209475852549076,9,1.0071968335656163e-13,16,1,4096,0.33083032520976224,,,200,layer,0.65,1.0
1.5594199307023519e-07,step-000030,0.8835991486596273,raw,0.034209475852549076,9,1.0428392267278642e-13,16,1,4096,0.3308303252097645,,,200,module,0.9833333333333333,1.0
2.0096944171163463e-14,step-000030,0.006879542835963092,u_statistic,0.05180096719413996,14067712,6.011620553803091e-24,16,1,4096,0.06664279706720108,4.5836126414434415e-22,4.546227573774282e-22,200,parameter,0.4847749413444331,0.6559399817454428
1.3897011347749195e-09,step-000030,0.9567056468073242,u_statistic,0.05180096719413996,9,8.011941737034076e-18,16,1,4096,0.0029482454937900856,,,200,layer,1.0,1.0
1.3897011347749654e-09,step-000030,0.9567056468073242,u_statistic,0.05180096719413996,9,8.314711843562513e-18,16,1,4096,0.002948245493790182,,,200,module,1.0,1.0
2.124123854470435e-14,step-000030,0.006841072116456712,double,0.06769192311912775,14067712,6.076133899779375e-24,16,1,4096,0.07043735294950518,4.823288151724501e-22,4.786459108268035e-22,200,parameter,0.462560113909278,0.6393957229742986
1.525450652699548e-09,step-000030,0.9572682952818834,double,0.06769192311912775,9,5.784831168262085e-18,16,1,4096,0.003236237562365523,,,200,layer,0.8833333333333333,1.0
1.525450652699631e-09,step-000030,0.9572682952818836,double,0.06769192311912775,9,6.8118378369258534e-18,16,1,4096,0.003236237562365698,,,200,module,1.0,1.0
5.229577776559518e-14,step-000030,0.0067205079394454595,raw,0.03427546378225088,14067712,7.354814073611062e-24,32,1,4096,0.1734162604733077,2.735906913435129e-22,2.6757374599990237e-22,200,parameter,0.7569448496289454,0.589118919057246
7.826555834997771e-08,step-000030,0.9165037090332726,raw,0.03427546378225088,9,2.6337905107101723e-14,32,1,4096,0.16604007433703302,,,200,layer,0.6833333333333333,1.0
7.826555834997767e-08,step-000030,0.9165037090332726,raw,0.03427546378225088,9,2.7171179772042635e-14,32,1,4096,0.16604007433703288,,,200,module,1.0,1.0
1.5852473466701666e-14,step-000030,0.007479528497132321,u_statistic,0.051847461611032486,14067712,3.026513833718009e-24,32,1,4096,0.052567851274148605,2.5100431796536956e-22,2.492239237504034e-22,200,parameter,0.5724770636485107,0.7347658327006793
3.889103503061412e-09,step-000030,0.9558452852725287,u_statistic,0.051847461611032486,9,1.1909049065692199e-16,32,1,4096,0.008250717791664693,,,200,layer,1.0,1.0
3.859012061964957e-09,step-000030,0.9558452852725289,u_statistic,0.051847461611032486,9,1.1908675917039521e-16,32,1,4096,0.008186878917683603,,,200,module,1.0,1.0
1.6624206280344015e-14,step-000030,0.007475717551934345,double,0.06775004509836435,14067712,3.084248258365188e-24,32,1,4096,0.05512696836437088,2.578642310771439e-22,2.560602842399785e-22,200,parameter,0.5411879038760494,0.6940058516945177
4.235221548937363e-09,step-000030,0.9562956947727311,double,0.06775004509836435,9,1.335373955813158e-16,32,1,4096,0.008985005865221227,,,200,layer,1.0,1.0
4.172431317730087e-09,step-000030,0.9562956947727311,double,0.06775004509836435,9,1.335426730932504e-16,32,1,4096,0.008851796636575907,,,200,module,1.0,1.0
