seed,score,scope,group,spearman,sample_size,population_size,tail_definition
1337,u_signed,module_within,layer-0000/layernorm-input,0.7794192127574127,1536,1536,
1337,u_signed,module_within,layer-0000/layernorm-post-attention,0.7206973839112956,1536,1536,
1337,u_signed,module_within,layer-0000/mlp-input,0.13296988736518808,1000000,2362368,
1337,u_signed,module_within,layer-0000/mlp-output,0.29528878445412965,1000000,2360064,
1337,u_signed,module_within,layer-0001/attention-output,0.17726460120644907,590592,590592,
1337,u_signed,module_within,layer-0001/attention-qkv,0.6702253657792325,1000000,1771776,
1337,u_signed,module_within,layer-0001/layernorm-input,0.3967322699948502,1536,1536,
1337,u_signed,module_within,layer-0001/layernorm-post-attention,0.5316849617682401,1536,1536,
1337,u_signed,module_within,layer-0001/mlp-input,0.542762921163604,1000000,2362368,
1337,u_signed,module_within,layer-0001/mlp-output,0.41796426472853476,1000000,2360064,
1337,u_signed,module_within,layer-0002/attention-output,0.10988136225760999,590592,590592,
1337,u_signed,module_within,layer-0002/attention-qkv,0.6001392946571759,1000000,1771776,
1337,u_signed,module_within,layer-0002/layernorm-input,0.28461684926005437,1536,1536,
1337,u_signed,module_within,layer-0002/layernorm-post-attention,0.27193368598982764,1536,1536,
1337,u_signed,module_within,layer-0002/mlp-input,0.4135297027673544,1000000,2362368,
1337,u_signed,module_within,layer-0002/mlp-output,0.21076737100488255,1000000,2360064,
1337,u_signed,module_within,layer-0003/attention-output,0.08064389620212263,590592,590592,
1337,u_signed,module_within,layer-0003/attention-qkv,0.5893859344866405,1000000,1771776,
1337,u_signed,module_within,layer-0003/layernorm-input,0.20768477712621777,1536,1536,
1337,u_signed,module_within,layer-0003/layernorm-post-attention,0.2810981802826692,1536,1536,
1337,u_signed,module_within,layer-0003/mlp-input,0.3457363018620017,1000000,2362368,
1337,u_signed,module_within,layer-0003/mlp-output,0.12384021445327162,1000000,2360064,
1337,u_signed,module_within,layer-0004/attention-output,0.04702911529943927,590592,590592,
1337,u_signed,module_within,layer-0004/attention-qkv,0.5224359451029147,1000000,1771776,
1337,u_signed,module_within,layer-0004/layernorm-input,0.21070061779578222,1536,1536,
1337,u_signed,module_within,layer-0004/layernorm-post-attention,0.304963373592535,1536,1536,
1337,u_signed,module_within,layer-0004/mlp-input,0.30466339710876034,1000000,2362368,
1337,u_signed,module_within,layer-0004/mlp-output,0.13550863180246023,1000000,2360064,
1337,u_signed,module_within,layer-0005/attention-output,0.04705203707261549,590592,590592,
1337,u_signed,module_within,layer-0005/attention-qkv,0.5570545135913412,1000000,1771776,
1337,u_signed,module_within,layer-0005/layernorm-input,0.2490688094854607,1536,1536,
1337,u_signed,module_within,layer-0005/layernorm-post-attention,0.26347208262955674,1536,1536,
1337,u_signed,module_within,layer-0005/mlp-input,0.35095199645284236,1000000,2362368,
1337,u_signed,module_within,layer-0005/mlp-output,0.12611818418307635,1000000,2360064,
